line,section_name,section_artist,song_name,artist_name,song_lyrics_url,line_number
Cavern of dreams,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,21
Gnashing walls,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,22
Sightless obsidian,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,23
Wallowing failure,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,24
Beyond the door are many doors,Outro,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,25
Beyond the window are many windows,Outro,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,26
Beyond the door are many doors,Outro,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,27
Beyond the window are many windows,Outro,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,28
Beyond the door are many doors,Outro,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,29
Beyond the window are many windows,Outro,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,30
Secrets in the permafrost,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,1
Trouble in the barrens,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,2
A brilliant glass,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,3
An eye of treasure,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,4
Thee old wisdom,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,5
Unloving,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,6
Secrets in the permafrost,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,7
Trouble in the barrens,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,8
What was wrought is unwrought,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,9
What was made now unmade,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,10
"The truth, a piston through your skull",Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,11
A steel bolt through your frontal lobe,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,12
Like a rope is reaching down,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,13
A dawn sapling is reaching up,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,14
Humanity's step unbidden,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,15
In God's iron clutch,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,16
An eraser to your soul,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,17
A smudge across aeons,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,18
"""All goes onward and outward",Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,19
"All collapses""",Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,20
Wondrous upheaval,Secrets in the permafrost,Full of Hell,Silmaril,Full of Hell,https://genius.com/Full-of-hell-silmaril-lyrics,21
Gutters swell with the fruit of loose flesh,Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,1
The flowering perfume of gored halos,Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,2
"Dead language between burning stars, deciphered",Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,3
"Eternal rapture, eternal rapture",Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,4
Gutters swell with the fruit of loose flesh,Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,5
The flowering perfume of gored halos,Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,6
"Dead language between burning stars, deciphered",Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,7
"Eternal rapture, eternal rapture",Verse,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,8
Eternal rapture,Refrain,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,9
Eternal rapture,Refrain,Full of Hell,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,10
They're laying their treasures up in heaven,Outro,Sample,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,11
"The beauty, there was no decay",Outro,Sample,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,12
They're laying their treasures up in heaven,Outro,Sample,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,13
"The beauty, there was no decay",Outro,Sample,Angels Gather Here,Full of Hell,https://genius.com/Full-of-hell-angels-gather-here-lyrics,14
Noxious fugue harming,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,1
Vermilion fog mending,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,2
Flaccid weight crushing,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,3
Bearing down slowly,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,4
Like a corpse rotting,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,5
Smoldering prism speaking,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,6
"Whispering lore, untruths",Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,7
Scrambling signals,Verse,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,8
Circuits unwinding,Refrain,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,9
Your heart is a wellspring of hatred,Refrain,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,10
Errors embedded,Refrain,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,11
As the gears slow to a stop,Bridge,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,12
Unbound like a broken black egg,Bridge,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,13
Do you see the hand upon my hand?,Bridge,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,14
It is not my own,Bridge,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,15
Empathy released,Refrain,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,16
Your heart is a wellspring of hatred,Refrain,Full of Hell,Ygramul the Many,Full of Hell,https://genius.com/Full-of-hell-ygramul-the-many-lyrics,17
Driven by vagaries to the bottom,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,1
Sage lifts burning at both ends,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,2
A mortar grinding into a pestle,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,3
Overflowing with transmuted gold,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,4
Keyless passage,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,5
A hall of arches,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,6
All doors refracting doors,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,7
Like a lachrymose reliquary,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,8
A shadow swallows a rusty claymore,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,9
Ebbing down into hues of red light,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,10
Filling a black cellar with no exit,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,11
Like a drape of blood,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,12
Filling the cellar like a drape of blood,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,13
With my mouth agape,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,14
I swallow it all,Driven by vagaries to the bottom,Full of Hell,Cellar of Doors,Full of Hell,https://genius.com/Full-of-hell-cellar-of-doors-lyrics,15
